2/6/2021 1:41:14 PM 	 READ STOCK FILE 	 $0.00 	 $0.00
2/6/2021 1:41:32 PM 	 FEED MONEY: 	 $0.00 	 $1.00
2/6/2021 1:41:32 PM 	 FEED MONEY: 	 $1.00 	 $2.00
2/6/2021 1:41:32 PM 	 FEED MONEY: 	 $2.00 	 $3.00
2/6/2021 1:41:36 PM 	 SLOT NOT FOUND: 2 	 $3.00 	 $3.00
2/6/2021 1:41:41 PM 	 SUCCESSFUL PURCHASE: Stackers A2 	 $3.00 	 $1.55
2/6/2021 1:41:42 PM 	 SUCCESSFUL PURCHASE: Stackers A2 	 $1.55 	 $0.10
2/6/2021 1:41:44 PM 	 GIVE CHANGE: 	 $0.10 	 $0.00
2/6/2021 2:00:10 PM 	 INSUFFICIENT FUNDS: M&Ms A1 	 $0.00 	 $0.00
2/6/2021 2:00:40 PM 	 FEED MONEY: 	 $0.00 	 $40.00
2/6/2021 2:00:40 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $40.00 	 $36.95
2/6/2021 2:00:40 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $36.95 	 $33.90
2/6/2021 2:00:40 PM 	 SUCCESSFUL PURCHASE: Doritos A2 	 $33.90 	 $29.70
2/6/2021 2:00:40 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $29.70 	 $26.95
2/6/2021 2:00:40 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $26.95 	 $24.20
2/6/2021 2:00:40 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $24.20 	 $21.45
2/6/2021 2:00:40 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $21.45 	 $18.70
2/6/2021 2:00:40 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $18.70 	 $15.95
2/6/2021 2:01:06 PM 	 FEED MONEY: 	 $0.00 	 $40.00
2/6/2021 2:01:06 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $40.00 	 $36.95
2/6/2021 2:01:06 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $36.95 	 $33.90
2/6/2021 2:01:06 PM 	 SUCCESSFUL PURCHASE: Doritos A2 	 $33.90 	 $29.70
2/6/2021 2:01:06 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $29.70 	 $26.95
2/6/2021 2:01:06 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $26.95 	 $24.20
2/6/2021 2:01:06 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $24.20 	 $21.45
2/6/2021 2:01:06 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $21.45 	 $18.70
2/6/2021 2:01:06 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $18.70 	 $15.95
2/6/2021 2:01:32 PM 	 FEED MONEY: 	 $0.00 	 $40.00
2/6/2021 2:01:32 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $40.00 	 $36.95
2/6/2021 2:01:32 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $36.95 	 $33.90
2/6/2021 2:01:32 PM 	 SUCCESSFUL PURCHASE: Doritos A2 	 $33.90 	 $29.70
2/6/2021 2:01:32 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $29.70 	 $26.95
2/6/2021 2:01:32 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $26.95 	 $24.20
2/6/2021 2:01:32 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $24.20 	 $21.45
2/6/2021 2:01:32 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $21.45 	 $18.70
2/6/2021 2:01:32 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $18.70 	 $15.95
2/6/2021 2:02:26 PM 	 FEED MONEY: 	 $0.00 	 $40.00
2/6/2021 2:02:26 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $40.00 	 $36.95
2/6/2021 2:02:26 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $36.95 	 $33.90
2/6/2021 2:02:26 PM 	 SUCCESSFUL PURCHASE: Doritos A2 	 $33.90 	 $29.70
2/6/2021 2:02:26 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $29.70 	 $26.95
2/6/2021 2:02:26 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $26.95 	 $24.20
2/6/2021 2:02:26 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $24.20 	 $21.45
2/6/2021 2:02:26 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $21.45 	 $18.70
2/6/2021 2:02:26 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $18.70 	 $15.95
2/6/2021 2:05:51 PM 	 FEED MONEY: 	 $0.00 	 $40.00
2/6/2021 2:05:51 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $40.00 	 $36.95
2/6/2021 2:05:51 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $36.95 	 $33.90
2/6/2021 2:05:51 PM 	 SUCCESSFUL PURCHASE: Doritos A2 	 $33.90 	 $29.70
2/6/2021 2:05:51 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $29.70 	 $26.95
2/6/2021 2:05:51 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $26.95 	 $24.20
2/6/2021 2:05:51 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $24.20 	 $21.45
2/6/2021 2:05:51 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $21.45 	 $18.70
2/6/2021 2:05:51 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $18.70 	 $15.95
2/6/2021 2:06:16 PM 	 FEED MONEY: 	 $0.00 	 $40.00
2/6/2021 2:06:16 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $40.00 	 $36.95
2/6/2021 2:06:16 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $36.95 	 $33.90
2/6/2021 2:06:16 PM 	 SUCCESSFUL PURCHASE: Doritos A2 	 $33.90 	 $29.70
2/6/2021 2:06:16 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $29.70 	 $26.95
2/6/2021 2:06:16 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $26.95 	 $24.20
2/6/2021 2:06:16 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $24.20 	 $21.45
2/6/2021 2:06:16 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $21.45 	 $18.70
2/6/2021 2:06:16 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $18.70 	 $15.95
2/6/2021 2:06:55 PM 	 FEED MONEY: 	 $0.00 	 $100.00
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Coke B1 	 $100.00 	 $95.00
2/6/2021 2:06:55 PM 	 FEED MONEY: 	 $0.00 	 $50.00
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $50.00 	 $46.95
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $46.95 	 $43.90
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Doritos A2 	 $43.90 	 $39.70
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $39.70 	 $36.95
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $36.95 	 $34.20
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $34.20 	 $31.45
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $31.45 	 $28.70
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $28.70 	 $25.95
2/6/2021 2:06:55 PM 	 FEED MONEY: 	 $0.00 	 $40.00
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $40.00 	 $36.95
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: M&Ms A1 	 $36.95 	 $33.90
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Doritos A2 	 $33.90 	 $29.70
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $29.70 	 $26.95
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $26.95 	 $24.20
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $24.20 	 $21.45
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $21.45 	 $18.70
2/6/2021 2:06:55 PM 	 SUCCESSFUL PURCHASE: Sprite B1 	 $18.70 	 $15.95
2/6/2021 2:06:55 PM 	 FEED MONEY: 	 $0.00 	 $0.41
2/6/2021 2:06:55 PM 	 GIVE CHANGE: 	 $0.41 	 $0.00
2/6/2021 2:06:55 PM 	 FEED MONEY: 	 $0.00 	 $0.57
2/6/2021 2:06:55 PM 	 GIVE CHANGE: 	 $0.57 	 $0.00
2/6/2021 2:06:55 PM 	 FEED MONEY: 	 $0.00 	 $0.69
2/6/2021 2:06:55 PM 	 GIVE CHANGE: 	 $0.69 	 $0.00
2/6/2021 2:06:55 PM 	 FEED MONEY: 	 $0.00 	 $4.20
2/6/2021 2:06:55 PM 	 GIVE CHANGE: 	 $4.20 	 $0.00
2/6/2021 2:06:55 PM 	 BAD STOCK FILE LINE: the category in the stock file may have been misspelled 	 $0.00 	 $0.00
2/6/2021 2:06:55 PM 	 BAD STOCK FILE LINE: Is the price an actual number? 	 $0.00 	 $0.00
2/6/2021 2:06:55 PM 	 BAD STOCK FILE LINE: Is the price an actual number? 	 $0.00 	 $0.00
2/6/2021 2:06:55 PM 	 BAD STOCK FILE LINE: Is the price an actual number? 	 $0.00 	 $0.00
2/6/2021 2:06:55 PM 	 BAD STOCK FILE LINE: the category in the stock file may have been misspelled 	 $0.00 	 $0.00
2/6/2021 2:06:55 PM 	 BAD STOCK FILE LINE: Is there the correct number of vertical bars in the line? 	 $0.00 	 $0.00
